Disease,Specialist,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Description,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28
infection  urinary tract,,,,,,,,,,,,,,,,,,,,,fever,dysuria,hematuria,renal angle tenderness,lethargy,asthenia,hyponatremia,hemodynamically stable,distress respiratory,difficulty passing urine,mental status changes,consciousness clear,,,,,,,,,,,,,,,,
anemia,,,,,,,,,,,,,,,,,,,,,consciousness clear,chill,guaiac positive,monoclonal,ecchymosis,tumor cell invasion,haemorrhage,pallor,asthenia,fatigue,heme positive,pain back,orthostasis,hyponatremia,dizziness,shortness of breath,pain,rhonchus,arthralgia,swelling,transaminitis,,,,,,,
chronic  obstructive airway disease,,,,,,,,,,,,,,,,,,,,,shortness of breath,wheezing,cough,dyspnea,distress respiratory,sputum purulent,hypoxemia,hypercapnia,patient non compliance,chest tightness,,,,,,,,,,,,,,,,,,
dementia,,,,,,,,,,,,,,,,,,,,,fever,fall,unresponsiveness,lethargy,agitation,ecchymosis,syncope,rale,unconscious state,cough,bedridden,pain,facial paresis,abdominal tenderness,rhonchus,unsteady gait,hallucinations auditory,,,,,,,,,,,
insufficiency  renal,,,,,,,,,,,,,,,,,,,,,shortness of breath,hyperkalemia,orthopnea,rale,urgency of micturition,ascites,guaiac positive,asthenia,apyrexial,mental status changes,dyspnea,difficulty,diarrhea,hypotension,breath sounds decreased,swelling,hypokinesia,,,,,,,,,,,
confusion,,,,,,,,,,,,,,,,,,,,,seizure,enuresis,lethargy,speech slurred,fall,consciousness clear,mental status changes,asterixis,unconscious state,agitation,muscle twitch,asthenia,sleepy,dizziness,headache,dysarthria,lightheadedness,tremor,hyponatremia,unresponsiveness,,,,,,,,
degenerative  polyarthritis,,,,,,,,,,,,,,,,,,,,,pain,food  intolerance,numbness  of hand,general  discomfort,drowsiness,asthenia,nonsmoker,non-productive  cough,polydypsia,stiffness,unsteady  gait,,,,,,,,,,,,,,,,,
hypothyroidism,,,,,,,,,,,,,,,,,,,,,shortness of breath,prostatism,sleepy,hyponatremia,fall,unsteady gait,polyuria,hypotension,difficulty,syncope,nightmare,speech slurred,weight gain,asthenia,tired,agitation,mental status changes,motor retardation,vomiting,numbness,mass of body structure,,,,,,,
anxiety  state,,,,,,,,,,,,,,,,,,,,,worry,feeling suicidal,suicidal,sleeplessness,feeling hopeless,irritable mood,tremor,blackout,weepiness,has religious belief,nervousness,hallucinations visual,formication,difficulty,pain chest,patient non compliance,agitation,palpitation,hallucinations auditory,mood depressed,hot flush,pain,consciousness clear,nightmare,,,,
primary malignant neoplasm,,,,,,,,,,,,,,,,,,,,,pain,mass of body structure,lesion,cushingoid habitus,emphysematous change,decreased body weight,ascites,hoarseness,thicken,hematuria,,,,,,,,,,,,,,,,,,
hiv infections,,,,,,,,,,,,,,,,,,,,,fever,night sweat,spontaneous rupture of membranes,cough,,decreased body weight,chill,diarrhea,pleuritic pain,patient non compliance,tachypnea,productive cough,hypotonic,feeling suicidal,,,,,,,,,,,,,,
cellulitis,,,,,,,,,,,,,,,,,,,,,erythema,pain,swelling,redness,fever,abscess bacterial,patient non compliance,hypesthesia,hyperacusis,pruritus,pain chest,scratch marks,chill,sore to touch,,,,,,,,,,,,,,
gastroesophageal  reflux disease,,,,,,,,,,,,,,,,,,,,,pain,pain chest,burning sensation,hyponatremia,satiety early,throbbing sensation quality,chest tightness,sensory discomfort,presence of q wave,nausea,general discomfort,constipation,palpitation,pain abdominal,heartburn,sweating increased,asthenia,,,,,,,,,,,
sepsis (invertebrate),,,,,,,,,,,,,,,,,,,,,fever,distress respiratory,hypotension,tachypnea,chill,lethargy,bradycardia,breech presentation,cyanosis,spontaneous rupture of membranes,haemorrhage,unresponsiveness,rale,apyrexial,,,,,,,,,,,,,,
deep  vein thrombosis,,,,,,,,,,,,,,,,,,,,,swelling,pain,ecchymosis,shortness of breath,pain in lower limb,cardiomegaly,rale,erythema,hypotension,clonus,non-productive cough,redness,,,,,,,,,,,,,,,,
dehydration,,,,,,,,,,,,,,,,,,,,,diarrhea,vomiting,hypotension,nausea,lightheadedness,unwell,mental status changes,anorexia,asthenia,sensory discomfort,syncope,lethargy,dizziness,history  of - blackout,,,,,,,,,,,,,,
neoplasm,,,,,,,,,,,,,,,,,,,,,mass of body structure,lesion,pain chest,hematuria,tumor cell invasion,pain,anosmia,thicken,metastatic lesion,food intolerance,decreased body weight,night sweat,hemianopsia homonymous,satiety early,pain abdominal,headache,,,,,,,,,,,,
embolism  pulmonary,,,,,,,,,,,,,,,,,,,,,shortness of breath,hypoxemia,tachypnea,hematocrit decreased,pain chest,dyspnea,pleuritic pain,neck stiffness,yellow sputum,productive cough,cicatrisation,unresponsiveness,distress respiratory,wheezing,apyrexial,non-productive cough,,,,,,,,,,,,
epilepsy,,,,,,,,,,,,,,,,,,,,,seizure,hypometabolism,aura,muscle twitch,drowsiness,tremor,unresponsiveness,hemiplegia,myoclonus,gurgle,sleepy,lethargy,wheelchair bound,,,,,,,,,,,,,,,
cardiomyopathy,,,,,,,,,,,,,,,,,,,,,shortness of breath,orthopnea,hypokinesia,jugular venous distention,palpitation,pain chest,syncope,yellow sputum,rale,dyspnea,dyspnea on exertion,left atrial hypertrophy,fatigue,weight gain,patient non compliance,,,,,,,,,,,,,
chronic  kidney failure,,,,,,,,,,,,,,,,,,,,,vomiting,orthopnea,hyperkalemia,oliguria,jugular venous distention,nausea,shortness of breath,mental status changes,diarrhea,asthenia,chest tightness,malaise,chill,rale,fever,pleuritic pain,apyrexial,guaiac positive,swelling,catatonia,unresponsiveness,yellow sputum,,,,,,
carcinoma,,,,,,,,,,,,,,,,,,,,,mass of body structure,pain,lesion,tumor cell invasion,thicken,decreased body weight,hoarseness,general discomfort,metastatic lesion,non-productive cough,constipation,unhappy,paresthesia,gravida 0,diarrhea,sore to touch,heartburn,nausea,lung nodule,,,,,,,,,
hepatitis  C,,,,,,,,,,,,,,,,,,,,,ascites,distended abdomen,feeling suicidal,cough,ache,macerated skin,heavy feeling,hallucinations auditory,chill,asterixis,patient non compliance,,,,,,,,,,,,,,,,,
peripheral  vascular disease,,,,,,,,,,,,,,,,,,,,,shortness of breath,rest pain,angina pectoris,unresponsiveness,hyperkalemia,sinus rhythm,labored breathing,dyspnea,sore to touch,anorexia,sleepy,,,,,,,,,,,,,,,,,
psychotic  disorder,,,,,,,,,,,,,,,,,,,,,suicidal,hallucinations auditory,feeling suicidal,hallucinations visual,motor retardation,blackout,verbal auditory hallucinations,feeling hopeless,irritable mood,agitation,tremor,catatonia,weepiness,homelessness,sleeplessness,withdraw,energy increased,intoxication,worry,behavior hyperactive,patient non compliance,mood depressed,terrify,nightmare,consciousness clear,,,
hyperlipidemia,,,,,,,,,,,,,,,,,,,,,pain chest,angina pectoris,palpitation,presence of q wave,photopsia,sweating increased,chest discomfort,shortness of breath,giddy mood,hypokinesia,hemiplegia,dizziness,,,,,,,,,,,,,,,,
bipolar  disorder,,,,,,,,,,,,,,,,,,,,,feeling suicidal,energy increased,suicidal,irritable mood,agitation,has religious belief,disturbed family,hallucinations auditory,verbal auditory hallucinations,weepiness,behavior hyperactive,catatonia,feeling hopeless,worry,sleeplessness,hypersomnia,difficulty,hallucinations visual,hyperhidrosis disorder,mydriasis,extrapyramidal sign,loose associations,intoxication,motor retardation,homelessness,blackout,tremor,exhaustion
obesity,,,,,,,,,,,,,,,,,,,,,pain,catatonia,snore,pain chest,r wave feature,has religious belief,shortness of breath,tired,overweight,systolic murmur,mood depressed,ecchymosis,,,,,,,,,,,,,,,,
ischemia,,,,,,,,,,,,,,,,,,,,,sleepy,pain chest,angina pectoris,pressure chest,chest discomfort,shortness of breath,dyspnea,sinus rhythm,bradycardia,sweating increased,rale,asymptomatic,anorexia,,,,,,,,,,,,,,,
cirrhosis,,,,,,,,,,,,,,,,,,,,,ascites,fall,splenomegaly,pruritus,pain abdominal,tumor cell invasion,distended abdomen,lesion,hemodynamically stable,guaiac positive,sore to touch,bleeding of vagina,,,,,,,,,,,,,,,,
exanthema,,,,,,,,,,,,,,,,,,,,,fever,pruritus,macule,lesion,redness,headache,apyrexial,arthralgia,swelling,erythema,photophobia,chill,scratch marks,pain,painful swallowing,,,,,,,,,,,,,
benign  prostatic hypertrophy,,,,,,,,,,,,,,,,,,,,,mental status changes,cachexia,blackout,orthostasis,orthopnea,night sweat,distress respiratory,anorexia,dysarthria,,,,,,,,,,,,,,,,,,,
kidney  failure acute,,,,,,,,,,,,,,,,,,,,,hyperkalemia,hypotension,hypocalcemia result,oliguria,hemodynamically stable,asthenia,hypothermia,natural,diarrhea,haemorrhage,unresponsiveness,,,,,,,,,,,,,,,,,
mitral  valve insufficiency,,,,,,,,,,,,,,,,,,,,,shortness of breath,dyspnea on exertion,asymptomatic,hypokinesia,dyspnea,syncope,thicken,left atrial hypertrophy,palpitation,fatigue,vomiting,pain,cardiomegaly,chest discomfort,,,,,,,,,,,,,,
arthritis,,,,,,,,,,,,,,,,,,,,,pain,hemodynamically stable,sleeplessness,asthenia,syncope,swelling,atypia,general unsteadiness,shortness of breath,distended abdomen,,,,,,,,,,,,,,,,,,
bronchitis,,,,,,,,,,,,,,,,,,,,,cough,wheezing,shortness of breath,chest tightness,fever,throat sore,productive cough,hepatosplenomegaly,night sweat,haemoptysis,labored breathing,snuffle,hacking cough,dyspnea,chill,stridor,decreased body weight,,,,,,,,,,,
hemiparesis,,,,,,,,,,,,,,,,,,,,,dysarthria,paresis,asthenia,aphagia,seizure,speech slurred,focal seizures,hemiplegia,abnormal sensation,unresponsiveness,stupor,sleepy,fremitus,Stahli's line,stinging sensation,paralyse,clonus,facial paresis,,,,,,,,,,
osteoporosis,,,,,,,,,,,,,,,,,,,,,prostatism,fall,hirsutism,sniffle,distended  abdomen,vertigo,numbness  of hand,bradykinesia,pain,syncope,out  of breath,apyrexial,urge  incontinence,lightheadedness,,,,,,,,,,,,,,
transient  ischemic attack,,,,,,,,,,,,,,,,,,,,,speech slurred,dysarthria,facial paresis,asthenia,neck stiffness,vertigo,numbness,lightheadedness,extrapyramidal sign,Stahli's line,vision blurred,headache,room spinning,syncope,difficulty,rambling speech,clumsiness,,,,,,,,,,,
adenocarcinoma,,,,,,,,,,,,,,,,,,,,,mass of body structure,lesion,decreased body weight,constipation,fremitus,decreased stool caliber,satiety early,hematochezia,egophony,pain,scar tissue,pain abdominal,,,,,,,,,,,,,,,,
paranoia,,,,,,,,,,,,,,,,,,,,,hallucinations auditory,hallucinations visual,agitation,irritable mood,verbal auditory hallucinations,feeling suicidal,suicidal,terrify,neologism,homelessness,energy increased,mood depressed,decompensation,scar tissue,blackout,loose associations,,,,,,,,,,,,
pancreatitis,,,,,,,,,,,,,,,,,,,,,vomiting,pain abdominal,nausea,pain,diarrhea,stool color yellow,rigor - temperature-associated observation,apyrexial,sore to touch,,,,,,,,,,,,,,,,,,,
incontinence,,,,,,,,,,,,,,,,,,,,,paraparesis,seizure,asthenia,urge incontinence,unconscious state,aura,moody,fear of falling,tremor,spasm,unhappy,syncope,fall,stiffness,unresponsiveness,,,,,,,,,,,,,
paroxysmal  dyspnea,,,,,,,,,,,,,,,,,,,,,orthopnea,shortness of breath,dyspnea on exertion,jugular venous distention,rale,pain chest,palpitation,sweating increased,weight gain,cough,dyspnea,,,,,,,,,,,,,,,,,
hernia,,,,,,,,,,,,,,,,,,,,,pain abdominal,pain,hyperventilation,excruciating pain,gag,nausea,posturing,hemiplegia,sore to touch,haemorrhage,apyrexial,food intolerance,pulse absent,asthenia,mass of body structure,thicken,,,,,,,,,,,,
carcinoma prostate,,,,,,,,,,,,,,,,,,,,,hematuria,dysesthesia,asthenia,polymyalgia,passed stones,pleuritic pain,guaiac positive,rale,breath sounds decreased,urge incontinence,dysuria,diarrhea,vertigo,qt interval prolonged,ataxia,paresis,hemianopsia homonymous,tumor cell invasion,hemodynamically stable,mass of body structure,rhonchus,orthostasis,decreased body weight,,,,,
edema  pulmonary,,,,,,,,,,,,,,,,,,,,,urgency of micturition,shortness of breath,rale,tachypnea,orthopnea,Heberden's node,jugular venous distention,dyspnea,sweating increased,patient non compliance,chest discomfort,hyperkalemia,sinus rhythm,pain chest,hypotension,wheezing,,,,,,,,,,,,
lymphatic  diseases,,,,,,,,,,,,,,,,,,,,,pain,mass of body structure,night sweat,splenomegaly,lesion,chill,decreased body weight,swelling,fever,hyperacusis,fremitus,non-productive cough,egophony,redness,hepatomegaly,fatigue,,,,,,,,,,,,
stenosis  aortic valve,,,,,,,,,,,,,,,,,,,,,dyspnea on exertion,syncope,chest discomfort,systolic murmur,sciatica,angina pectoris,pain chest,frothy sputum,bradycardia,shortness of breath,pain,,,,,,,,,,,,,,,,,
carcinoma breast,,,,,,,,,,,,,,,,,,,,,mass in breast,mass of body structure,paresthesia,retropulsion,erythema,difficulty,lesion,estrogen use,burning sensation,dyspnea,swelling,formication,,,,,,,,,,,,,,,,
schizophrenia,,,,,,,,,,,,,,,,,,,,,hallucinations auditory,hypersomnolence,irritable mood,verbal auditory hallucinations,patient non compliance,agitation,suicidal,worry,hallucinations visual,underweight,homelessness,,,,,,,,,,,,,,,,,
diverticulitis,,,,,,,,,,,,,,,,,,,,,pain abdominal,abscess bacterial,dullness,red blotches,diarrhea,sore to touch,dysuria,pain,vomiting,sinus rhythm,colic abdominal,apyrexial,abdominal tenderness,fever,unsteady gait,thicken,urgency of micturition,anorexia,monoclonal,constipation,,,,,,,,
overload  fluid,,,,,,,,,,,,,,,,,,,,,rale,jugular venous distention,hyperkalemia,orthopnea,shortness of breath,sleepy,weight gain,hypokalemia,hypotension,swelling,distended abdomen,,,,,,,,,,,,,,,,,
ulcer  peptic,,,,,,,,,,,,,,,,,,,,,pain abdominal,paraparesis,nausea,vomiting,polymyalgia,out of breath,pain chest,hemiplegia,gurgle,hunger,apyrexial,nervousness,,,,,,,,,,,,,,,,
osteomyelitis,,,,,,,,,,,,,,,,,,,,,pain,redness,prostate tender,fever,difficulty passing urine,sore to touch,swelling,apyrexial,erythema,abscess bacterial,pain foot,urinary hesitation,,,,,,,,,,,,,,,,
gastritis,,,,,,,,,,,,,,,,,,,,,heme positive,pain abdominal,vomiting,disequilibrium,nausea,intoxication,haemorrhage,guaiac positive,pain,decreased body weight,sore to touch,dizziness,,,,,,,,,,,,,,,,
bacteremia,,,,,,,,,,,,,,,,,,,,,fever,chill,flushing,unresponsiveness,indifferent mood,urinoma,vomiting,distended abdomen,hypoalbuminemia,pustule,prostatism,diarrhea,abdominal tenderness,pleuritic pain,decreased translucency,pallor,,,,,,,,,,,,
failure  kidney,,,,,,,,,,,,,,,,,,,,,orthopnea,oliguria,slowing of urinary stream,extreme exhaustion,unresponsiveness,hypotension,enuresis,shortness of breath,haemorrhage,prostatism,no status change,bedridden,fatigue,,,,,,,,,,,,,,,
sickle  cell anemia,,,,,,,,,,,,,,,,,,,,,breakthrough pain,pain back,pain,shortness of breath,snuffle,pain chest,pain abdominal,hepatosplenomegaly,green sputum,apyrexial,headache,,,,,,,,,,,,,,,,,
failure  heart,,,,,,,,,,,,,,,,,,,,,orthopnea,fatigue,dyspnea on exertion,dyspnea,shortness of breath,pansystolic murmur,jugular venous distention,systolic ejection murmur,hypotension,angina pectoris,hypokinesia,,,,,,,,,,,,,,,,,
upper  respiratory infection,,,,,,,,,,,,,,,,,,,,,cough,throat sore,wheezing,shortness of breath,labored breathing,fever,stuffy nose,non-productive cough,snuffle,indifferent mood,egophony,barking cough,polymyalgia,pleuritic pain,night sweat,dyspnea,productive cough,decreased translucency,rhonchus,rapid shallow breathing,apyrexial,noisy respiration,nasal discharge present,emphysematous change,frail,cystic lesion,symptom aggravating factors,hemodynamically stable
